Rk,Date,Tm,,Opp,Qtr,Time,Score (Before),Description,Score (After)
1024,1/5/17,CHO,@,DET,1st,07:14.0,CHO down 7 (11-18),R. Hibbert makes free throw 1 of 2,CHO down 6 (12-18)
1025,1/5/17,CHO,@,DET,1st,07:46.0,CHO down 6 (10-16),M. Williams makes free throw 1 of 1,CHO down 5 (11-16)
1026,1/5/17,CHO,@,DET,1st,08:13.0,CHO down 6 (7-13),M. Williams makes free throw 2 of 2,CHO down 5 (8-13)
1027,1/5/17,CHO,@,DET,1st,08:13.0,CHO down 7 (6-13),M. Williams makes free throw 1 of 2,CHO down 6 (7-13)
1028,1/5/17,CHO,@,DET,1st,08:43.0,CHO down 6 (5-11),N. Batum makes free throw 2 of 2,CHO down 5 (6-11)
1029,1/5/17,CHO,@,DET,1st,08:43.0,CHO down 7 (4-11),N. Batum makes free throw 1 of 2,CHO down 6 (5-11)
1030,1/4/17,CHO,,OKC,4th,00:25.0,CHO up 10 (122-112),K. Walker makes free throw 2 of 2,CHO up 11 (123-112)
1031,1/4/17,CHO,,OKC,4th,00:25.0,CHO up 9 (121-112),K. Walker makes free throw 1 of 2,CHO up 10 (122-112)
1032,1/4/17,CHO,,OKC,4th,00:37.0,CHO up 8 (120-112),M. Belinelli makes free throw 2 of 2,CHO up 9 (121-112)
1033,1/4/17,CHO,,OKC,4th,00:37.0,CHO up 7 (119-112),M. Belinelli makes free throw 1 of 2,CHO up 8 (120-112)
1034,1/4/17,CHO,,OKC,4th,00:44.0,CHO up 9 (118-109),N. Batum makes free throw 2 of 2,CHO up 10 (119-109)
1035,1/4/17,CHO,,OKC,4th,00:44.0,CHO up 8 (117-109),N. Batum makes free throw 1 of 2,CHO up 9 (118-109)
1036,1/4/17,CHO,,OKC,4th,00:51.0,CHO up 7 (116-109),M. Belinelli makes free throw 2 of 2,CHO up 8 (117-109)
1037,1/4/17,CHO,,OKC,4th,00:51.0,CHO up 7 (116-109),M. Belinelli misses free throw 1 of 2,CHO up 7 (116-109)
1038,1/4/17,CHO,,OKC,4th,01:15.0,CHO up 9 (115-106),K. Walker makes free throw 2 of 2,CHO up 10 (116-106)
1039,1/4/17,CHO,,OKC,4th,01:15.0,CHO up 8 (114-106),K. Walker makes free throw 1 of 2,CHO up 9 (115-106)
1040,1/4/17,CHO,,OKC,4th,01:19.0,CHO up 9 (113-104),R. Hibbert makes free throw 2 of 2,CHO up 10 (114-104)
1041,1/4/17,CHO,,OKC,4th,01:19.0,CHO up 8 (112-104),R. Hibbert makes free throw 1 of 2,CHO up 9 (113-104)
1042,1/4/17,CHO,,OKC,4th,04:16.0,CHO up 3 (104-101),K. Walker makes free throw 3 of 3,CHO up 4 (105-101)
1043,1/4/17,CHO,,OKC,4th,04:16.0,CHO up 2 (103-101),K. Walker makes free throw 2 of 3,CHO up 3 (104-101)
1044,1/4/17,CHO,,OKC,4th,04:16.0,CHO up 1 (102-101),K. Walker makes free throw 1 of 3,CHO up 2 (103-101)
1045,1/4/17,CHO,,OKC,4th,05:23.0,CHO up 1 (102-101),R. Hibbert misses free throw 2 of 2,CHO up 1 (102-101)
1046,1/4/17,CHO,,OKC,4th,05:23.0,CHO tied (101-101),R. Hibbert makes free throw 1 of 2,CHO up 1 (102-101)
1047,1/4/17,CHO,,OKC,4th,09:53.0,CHO down 2 (91-93),N. Batum makes free throw 2 of 2,CHO down 1 (92-93)
1048,1/4/17,CHO,,OKC,4th,09:53.0,CHO down 3 (90-93),N. Batum makes free throw 1 of 2,CHO down 2 (91-93)
1049,1/4/17,CHO,,OKC,4th,11:11.0,CHO down 1 (89-90),N. Batum makes free throw 1 of 1,CHO tied (90-90)
1050,1/4/17,CHO,,OKC,3rd,01:31.0,CHO down 2 (81-83),M. Belinelli makes free throw 2 of 2,CHO down 1 (82-83)
1051,1/4/17,CHO,,OKC,3rd,01:31.0,CHO down 3 (80-83),M. Belinelli makes free throw 1 of 2,CHO down 2 (81-83)
1052,1/4/17,CHO,,OKC,3rd,02:33.0,CHO down 1 (79-80),S. Hawes makes free throw 2 of 2,CHO tied (80-80)
1053,1/4/17,CHO,,OKC,3rd,02:33.0,CHO down 2 (78-80),S. Hawes makes free throw 1 of 2,CHO down 1 (79-80)
1054,1/4/17,CHO,,OKC,3rd,08:30.0,CHO up 10 (72-62),M. Kidd-Gilchrist misses free throw 2 of 2,CHO up 10 (72-62)
1055,1/4/17,CHO,,OKC,3rd,08:30.0,CHO up 10 (72-62),M. Kidd-Gilchrist misses free throw 1 of 2,CHO up 10 (72-62)
1056,1/4/17,CHO,,OKC,3rd,10:07.0,CHO up 8 (68-60),N. Batum misses free throw 2 of 2,CHO up 8 (68-60)
1057,1/4/17,CHO,,OKC,3rd,10:07.0,CHO up 7 (67-60),N. Batum makes free throw 1 of 2,CHO up 8 (68-60)
1058,1/4/17,CHO,,OKC,3rd,11:48.0,CHO up 7 (62-55),M. Williams makes free throw 1 of 1,CHO up 8 (63-55)
1059,1/4/17,CHO,,OKC,2nd,02:50.0,CHO up 5 (50-45),N. Batum misses free throw 3 of 3,CHO up 5 (50-45)
1060,1/4/17,CHO,,OKC,2nd,02:50.0,CHO up 4 (49-45),N. Batum makes free throw 2 of 3,CHO up 5 (50-45)
1061,1/4/17,CHO,,OKC,2nd,02:50.0,CHO up 3 (48-45),N. Batum makes free throw 1 of 3,CHO up 4 (49-45)
1062,1/4/17,CHO,,OKC,2nd,06:03.0,CHO up 8 (46-38),F. Kaminsky misses free throw 2 of 2,CHO up 8 (46-38)
1063,1/4/17,CHO,,OKC,2nd,06:03.0,CHO up 7 (45-38),F. Kaminsky makes free throw 1 of 2,CHO up 8 (46-38)
1064,1/4/17,CHO,,OKC,2nd,07:03.0,CHO up 7 (42-35),N. Batum makes free throw 3 of 3,CHO up 8 (43-35)
1065,1/4/17,CHO,,OKC,2nd,07:03.0,CHO up 6 (41-35),N. Batum makes free throw 2 of 3,CHO up 7 (42-35)
1066,1/4/17,CHO,,OKC,2nd,07:03.0,CHO up 5 (40-35),N. Batum makes free throw 1 of 3,CHO up 6 (41-35)
1067,1/4/17,CHO,,OKC,2nd,07:23.0,CHO up 4 (39-35),K. Walker makes free throw 2 of 2,CHO up 5 (40-35)
1068,1/4/17,CHO,,OKC,2nd,07:23.0,CHO up 3 (38-35),K. Walker makes free throw 1 of 2,CHO up 4 (39-35)
1069,1/4/17,CHO,,OKC,2nd,07:42.0,CHO up 2 (37-35),N. Batum makes free throw 2 of 2,CHO up 3 (38-35)
1070,1/4/17,CHO,,OKC,2nd,07:42.0,CHO up 1 (36-35),N. Batum makes free throw 1 of 2,CHO up 2 (37-35)
1071,1/4/17,CHO,,OKC,2nd,11:25.0,CHO up 7 (31-24),R. Sessions misses free throw 2 of 2,CHO up 7 (31-24)
1072,1/4/17,CHO,,OKC,2nd,11:25.0,CHO up 6 (30-24),R. Sessions makes free throw 1 of 2,CHO up 7 (31-24)
1073,1/4/17,CHO,,OKC,2nd,11:45.0,CHO up 7 (29-22),R. Sessions makes free throw 1 of 1,CHO up 8 (30-22)
1074,1/4/17,CHO,,OKC,1st,02:56.0,CHO up 2 (18-16),F. Kaminsky makes free throw 2 of 2,CHO up 3 (19-16)
1075,1/4/17,CHO,,OKC,1st,02:56.0,CHO up 1 (17-16),F. Kaminsky makes free throw 1 of 2,CHO up 2 (18-16)
1076,1/4/17,CHO,,OKC,1st,03:13.0,CHO tied (16-16),J. Lamb makes technical free throw,CHO up 1 (17-16)
1077,1/4/17,CHO,,OKC,1st,04:47.0,CHO down 4 (12-16),J. Lamb misses free throw 2 of 2,CHO down 4 (12-16)
1078,1/4/17,CHO,,OKC,1st,04:47.0,CHO down 5 (11-16),J. Lamb makes free throw 1 of 2,CHO down 4 (12-16)
1079,1/2/17,CHO,@,CHI,4th,08:16.0,CHO up 2 (93-91),J. Lamb makes free throw 2 of 2,CHO up 3 (94-91)
1080,1/2/17,CHO,@,CHI,4th,08:16.0,CHO up 2 (93-91),J. Lamb misses free throw 1 of 2,CHO up 2 (93-91)
1081,1/2/17,CHO,@,CHI,4th,09:37.0,CHO tied (88-88),J. Lamb makes free throw 2 of 2,CHO up 1 (89-88)
1082,1/2/17,CHO,@,CHI,4th,09:37.0,CHO down 1 (87-88),J. Lamb makes free throw 1 of 2,CHO tied (88-88)
1083,1/2/17,CHO,@,CHI,3rd,05:35.0,CHO up 4 (73-69),R. Hibbert makes free throw 2 of 2,CHO up 5 (74-69)
1084,1/2/17,CHO,@,CHI,3rd,05:35.0,CHO up 3 (72-69),R. Hibbert makes free throw 1 of 2,CHO up 4 (73-69)
1085,1/2/17,CHO,@,CHI,3rd,06:02.0,CHO up 2 (71-69),N. Batum makes free throw 2 of 2,CHO up 3 (72-69)
1086,1/2/17,CHO,@,CHI,3rd,06:02.0,CHO up 1 (70-69),N. Batum makes free throw 1 of 2,CHO up 2 (71-69)
1087,1/2/17,CHO,@,CHI,2nd,00:00.0,CHO down 2 (56-58),K. Walker makes free throw 2 of 2,CHO down 1 (57-58)
1088,1/2/17,CHO,@,CHI,2nd,00:00.0,CHO down 3 (55-58),K. Walker makes free throw 1 of 2,CHO down 2 (56-58)
1089,1/2/17,CHO,@,CHI,2nd,06:35.0,CHO up 6 (40-34),F. Kaminsky makes free throw 2 of 2,CHO up 7 (41-34)
1090,1/2/17,CHO,@,CHI,2nd,06:35.0,CHO up 5 (39-34),F. Kaminsky makes free throw 1 of 2,CHO up 6 (40-34)
1091,1/2/17,CHO,@,CHI,2nd,07:25.0,CHO up 4 (36-32),N. Batum makes technical free throw,CHO up 5 (37-32)
1092,1/2/17,CHO,@,CHI,2nd,08:09.0,CHO up 5 (35-30),N. Batum makes free throw 1 of 1,CHO up 6 (36-30)
1093,1/2/17,CHO,@,CHI,2nd,09:50.0,CHO up 5 (30-25),R. Sessions makes free throw 2 of 2,CHO up 6 (31-25)
1094,1/2/17,CHO,@,CHI,2nd,09:50.0,CHO up 5 (30-25),R. Sessions misses free throw 1 of 2,CHO up 5 (30-25)
1095,1/2/17,CHO,@,CHI,2nd,10:17.0,CHO up 4 (29-25),J. Lamb makes free throw 1 of 1,CHO up 5 (30-25)
1096,1/2/17,CHO,@,CHI,2nd,10:43.0,CHO up 1 (26-25),J. Lamb makes free throw 2 of 2,CHO up 2 (27-25)
1097,1/2/17,CHO,@,CHI,2nd,10:43.0,CHO tied (25-25),J. Lamb makes free throw 1 of 2,CHO up 1 (26-25)
1098,1/2/17,CHO,@,CHI,1st,01:50.0,CHO down 3 (18-21),R. Sessions makes free throw 1 of 1,CHO down 2 (19-21)
1099,1/2/17,CHO,@,CHI,1st,04:41.0,CHO down 2 (13-15),M. Williams makes free throw 2 of 2,CHO down 1 (14-15)
1100,1/2/17,CHO,@,CHI,1st,04:41.0,CHO down 3 (12-15),M. Williams makes free throw 1 of 2,CHO down 2 (13-15)
1101,12/31/16,CHO,,CLE,4th,01:43.0,CHO down 15 (104-119),T. Graham misses free throw 2 of 2,CHO down 15 (104-119)
1102,12/31/16,CHO,,CLE,4th,01:43.0,CHO down 15 (104-119),T. Graham misses free throw 1 of 2,CHO down 15 (104-119)
1103,12/31/16,CHO,,CLE,4th,05:34.0,CHO down 9 (100-109),K. Walker makes free throw 1 of 1,CHO down 8 (101-109)
1104,12/31/16,CHO,,CLE,3rd,06:00.0,CHO down 13 (70-83),M. Kidd-Gilchrist makes free throw 2 of 2,CHO down 12 (71-83)
1105,12/31/16,CHO,,CLE,3rd,06:00.0,CHO down 13 (70-83),M. Kidd-Gilchrist misses free throw 1 of 2,CHO down 13 (70-83)
1106,12/31/16,CHO,,CLE,2nd,00:01.0,CHO down 13 (58-71),S. Hawes makes free throw 2 of 2,CHO down 12 (59-71)
1107,12/31/16,CHO,,CLE,2nd,00:01.0,CHO down 14 (57-71),S. Hawes makes free throw 1 of 2,CHO down 13 (58-71)
1108,12/31/16,CHO,,CLE,2nd,00:30.0,CHO down 12 (56-68),K. Walker makes free throw 3 of 3,CHO down 11 (57-68)
1109,12/31/16,CHO,,CLE,2nd,00:30.0,CHO down 13 (55-68),K. Walker makes free throw 2 of 3,CHO down 12 (56-68)
1110,12/31/16,CHO,,CLE,2nd,00:30.0,CHO down 14 (54-68),K. Walker makes free throw 1 of 3,CHO down 13 (55-68)
1111,12/31/16,CHO,,CLE,2nd,00:54.0,CHO down 12 (53-65),K. Walker makes free throw 2 of 2,CHO down 11 (54-65)
1112,12/31/16,CHO,,CLE,2nd,00:54.0,CHO down 13 (52-65),K. Walker makes free throw 1 of 2,CHO down 12 (53-65)
1113,12/31/16,CHO,,CLE,2nd,06:11.0,CHO down 11 (40-51),K. Walker makes free throw 2 of 2,CHO down 10 (41-51)
1114,12/31/16,CHO,,CLE,2nd,06:11.0,CHO down 12 (39-51),K. Walker makes free throw 1 of 2,CHO down 11 (40-51)
1115,12/31/16,CHO,,CLE,2nd,09:08.0,CHO down 13 (31-44),F. Kaminsky makes free throw 2 of 2,CHO down 12 (32-44)
1116,12/31/16,CHO,,CLE,2nd,09:08.0,CHO down 14 (30-44),F. Kaminsky makes free throw 1 of 2,CHO down 13 (31-44)
1117,12/31/16,CHO,,CLE,2nd,11:48.0,CHO down 6 (29-35),N. Batum makes free throw 2 of 2,CHO down 5 (30-35)
1118,12/31/16,CHO,,CLE,2nd,11:48.0,CHO down 7 (28-35),N. Batum makes free throw 1 of 2,CHO down 6 (29-35)
1119,12/31/16,CHO,,CLE,1st,01:25.0,CHO down 10 (22-32),F. Kaminsky makes free throw 2 of 2,CHO down 9 (23-32)
1120,12/31/16,CHO,,CLE,1st,01:25.0,CHO down 11 (21-32),F. Kaminsky makes free throw 1 of 2,CHO down 10 (22-32)
1121,12/31/16,CHO,,CLE,1st,02:32.0,CHO down 12 (18-30),R. Sessions makes free throw 2 of 2,CHO down 11 (19-30)
1122,12/31/16,CHO,,CLE,1st,02:32.0,CHO down 13 (17-30),R. Sessions makes free throw 1 of 2,CHO down 12 (18-30)
1123,12/31/16,CHO,,CLE,1st,05:54.0,CHO tied (14-14),M. Kidd-Gilchrist makes free throw 1 of 1,CHO up 1 (15-14)
1124,12/29/16,CHO,,MIA,4th,03:05.0,CHO up 4 (85-81),C. Zeller makes free throw 2 of 2,CHO up 5 (86-81)
1125,12/29/16,CHO,,MIA,4th,03:05.0,CHO up 4 (85-81),C. Zeller misses free throw 1 of 2,CHO up 4 (85-81)
1126,12/29/16,CHO,,MIA,4th,07:24.0,CHO up 5 (80-75),J. Lamb makes free throw 2 of 2,CHO up 6 (81-75)
1127,12/29/16,CHO,,MIA,4th,07:24.0,CHO up 4 (79-75),J. Lamb makes free throw 1 of 2,CHO up 5 (80-75)
1128,12/29/16,CHO,,MIA,3rd,05:10.0,CHO down 1 (57-58),F. Kaminsky makes free throw 2 of 2,CHO tied (58-58)
1129,12/29/16,CHO,,MIA,3rd,05:10.0,CHO down 2 (56-58),F. Kaminsky makes free throw 1 of 2,CHO down 1 (57-58)
1130,12/29/16,CHO,,MIA,3rd,11:27.0,CHO down 7 (42-49),N. Batum makes free throw 2 of 2,CHO down 6 (43-49)
1131,12/29/16,CHO,,MIA,3rd,11:27.0,CHO down 7 (42-49),N. Batum misses free throw 1 of 2,CHO down 7 (42-49)
1132,12/29/16,CHO,,MIA,2nd,01:25.0,CHO down 2 (42-44),C. Zeller misses free throw 2 of 2,CHO down 2 (42-44)
1133,12/29/16,CHO,,MIA,2nd,01:25.0,CHO down 2 (42-44),C. Zeller misses free throw 1 of 2,CHO down 2 (42-44)
1134,12/29/16,CHO,,MIA,2nd,04:02.0,CHO up 1 (37-36),C. Zeller makes free throw 2 of 2,CHO up 2 (38-36)
1135,12/29/16,CHO,,MIA,2nd,04:02.0,CHO tied (36-36),C. Zeller makes free throw 1 of 2,CHO up 1 (37-36)
1136,12/29/16,CHO,,MIA,2nd,06:56.0,CHO tied (29-29),K. Walker makes free throw 2 of 2,CHO up 1 (30-29)
1137,12/29/16,CHO,,MIA,2nd,06:56.0,CHO down 1 (28-29),K. Walker makes free throw 1 of 2,CHO tied (29-29)
1138,12/29/16,CHO,,MIA,2nd,07:07.0,CHO down 2 (27-29),R. Sessions makes free throw 1 of 1,CHO down 1 (28-29)
1139,12/29/16,CHO,,MIA,2nd,09:05.0,CHO up 1 (24-23),R. Sessions makes free throw 2 of 2,CHO up 2 (25-23)
1140,12/29/16,CHO,,MIA,2nd,09:05.0,CHO tied (23-23),R. Sessions makes free throw 1 of 2,CHO up 1 (24-23)
1141,12/29/16,CHO,,MIA,1st,08:39.0,CHO up 1 (7-6),N. Batum makes free throw 1 of 1,CHO up 2 (8-6)
1142,12/28/16,CHO,@,ORL,4th,02:25.0,CHO up 27 (115-88),T. Graham makes free throw 2 of 2,CHO up 28 (116-88)
1143,12/28/16,CHO,@,ORL,4th,02:25.0,CHO up 27 (115-88),T. Graham misses free throw 1 of 2,CHO up 27 (115-88)
1144,12/28/16,CHO,@,ORL,4th,02:51.0,CHO up 28 (114-86),B. Roberts makes free throw 2 of 2,CHO up 29 (115-86)
1145,12/28/16,CHO,@,ORL,4th,02:51.0,CHO up 27 (113-86),B. Roberts makes free throw 1 of 2,CHO up 28 (114-86)
1146,12/28/16,CHO,@,ORL,4th,04:18.0,CHO up 27 (110-83),F. Kaminsky makes free throw 2 of 2,CHO up 28 (111-83)
1147,12/28/16,CHO,@,ORL,4th,04:18.0,CHO up 26 (109-83),F. Kaminsky makes free throw 1 of 2,CHO up 27 (110-83)
1148,12/28/16,CHO,@,ORL,4th,11:24.0,CHO up 30 (98-68),J. Lamb makes free throw 2 of 2,CHO up 31 (99-68)
1149,12/28/16,CHO,@,ORL,4th,11:24.0,CHO up 29 (97-68),J. Lamb makes free throw 1 of 2,CHO up 30 (98-68)
1150,12/28/16,CHO,@,ORL,3rd,03:22.0,CHO up 27 (88-61),N. Batum makes free throw 1 of 1,CHO up 28 (89-61)
1151,12/28/16,CHO,@,ORL,3rd,05:57.0,CHO up 16 (77-61),C. Zeller makes free throw 2 of 2,CHO up 17 (78-61)
1152,12/28/16,CHO,@,ORL,3rd,05:57.0,CHO up 15 (76-61),C. Zeller makes free throw 1 of 2,CHO up 16 (77-61)
1153,12/28/16,CHO,@,ORL,3rd,06:19.0,CHO up 16 (75-59),K. Walker makes free throw 1 of 1,CHO up 17 (76-59)
1154,12/28/16,CHO,@,ORL,2nd,05:20.0,CHO up 8 (49-41),K. Walker makes free throw 2 of 2,CHO up 9 (50-41)
1155,12/28/16,CHO,@,ORL,2nd,05:20.0,CHO up 7 (48-41),K. Walker makes free throw 1 of 2,CHO up 8 (49-41)
1156,12/28/16,CHO,@,ORL,2nd,05:43.0,CHO up 6 (47-41),R. Sessions makes free throw 2 of 2,CHO up 7 (48-41)
1157,12/28/16,CHO,@,ORL,2nd,05:43.0,CHO up 5 (46-41),R. Sessions makes free throw 1 of 2,CHO up 6 (47-41)
1158,12/28/16,CHO,@,ORL,1st,00:37.0,CHO up 5 (31-26),J. Lamb makes free throw 1 of 1,CHO up 6 (32-26)
1159,12/28/16,CHO,@,ORL,1st,08:47.0,CHO up 3 (7-4),M. Kidd-Gilchrist makes free throw 2 of 2,CHO up 4 (8-4)
1160,12/28/16,CHO,@,ORL,1st,08:47.0,CHO up 2 (6-4),M. Kidd-Gilchrist makes free throw 1 of 2,CHO up 3 (7-4)
1161,12/26/16,CHO,@,BRK,4th,02:22.0,CHO down 3 (108-111),N. Batum makes free throw 1 of 1,CHO down 2 (109-111)
1162,12/26/16,CHO,@,BRK,4th,09:34.0,CHO up 3 (93-90),R. Sessions makes free throw 2 of 2,CHO up 4 (94-90)
1163,12/26/16,CHO,@,BRK,4th,09:34.0,CHO up 2 (92-90),R. Sessions makes free throw 1 of 2,CHO up 3 (93-90)
1164,12/26/16,CHO,@,BRK,4th,11:36.0,CHO up 7 (90-83),J. Lamb misses free throw 1 of 1,CHO up 7 (90-83)
1165,12/26/16,CHO,@,BRK,3rd,00:31.0,CHO up 4 (87-83),R. Sessions makes free throw 2 of 2,CHO up 5 (88-83)
1166,12/26/16,CHO,@,BRK,3rd,00:31.0,CHO up 3 (86-83),R. Sessions makes free throw 1 of 2,CHO up 4 (87-83)
1167,12/26/16,CHO,@,BRK,3rd,01:27.0,CHO up 4 (83-79),F. Kaminsky makes free throw 2 of 2,CHO up 5 (84-79)
1168,12/26/16,CHO,@,BRK,3rd,01:27.0,CHO up 3 (82-79),F. Kaminsky makes free throw 1 of 2,CHO up 4 (83-79)
1169,12/26/16,CHO,@,BRK,3rd,05:55.0,CHO up 6 (75-69),C. Zeller misses free throw 2 of 2,CHO up 6 (75-69)
1170,12/26/16,CHO,@,BRK,3rd,05:55.0,CHO up 5 (74-69),C. Zeller makes free throw 1 of 2,CHO up 6 (75-69)
1171,12/26/16,CHO,@,BRK,3rd,11:08.0,CHO up 13 (67-54),N. Batum makes free throw 1 of 1,CHO up 14 (68-54)
1172,12/26/16,CHO,@,BRK,2nd,00:55.0,CHO up 8 (62-54),M. Williams makes free throw 2 of 2,CHO up 9 (63-54)
1173,12/26/16,CHO,@,BRK,2nd,00:55.0,CHO up 7 (61-54),M. Williams makes free throw 1 of 2,CHO up 8 (62-54)
1174,12/26/16,CHO,@,BRK,2nd,03:12.0,CHO up 7 (56-49),M. Kidd-Gilchrist makes free throw 2 of 2,CHO up 8 (57-49)
1175,12/26/16,CHO,@,BRK,2nd,03:12.0,CHO up 6 (55-49),M. Kidd-Gilchrist makes free throw 1 of 2,CHO up 7 (56-49)
1176,12/26/16,CHO,@,BRK,1st,01:41.0,CHO up 10 (33-23),J. Lamb makes free throw 2 of 2,CHO up 11 (34-23)
1177,12/26/16,CHO,@,BRK,1st,01:41.0,CHO up 10 (33-23),J. Lamb misses free throw 1 of 2,CHO up 10 (33-23)
1178,12/26/16,CHO,@,BRK,1st,05:58.0,CHO up 5 (19-14),K. Walker makes free throw 2 of 2,CHO up 6 (20-14)
1179,12/26/16,CHO,@,BRK,1st,05:58.0,CHO up 4 (18-14),K. Walker makes free throw 1 of 2,CHO up 5 (19-14)
1180,12/26/16,CHO,@,BRK,1st,07:46.0,CHO down 1 (11-12),N. Batum makes free throw 2 of 2,CHO tied (12-12)
1181,12/26/16,CHO,@,BRK,1st,07:46.0,CHO down 2 (10-12),N. Batum makes free throw 1 of 2,CHO down 1 (11-12)
1182,12/26/16,CHO,@,BRK,1st,09:09.0,CHO up 2 (7-5),N. Batum makes free throw 2 of 2,CHO up 3 (8-5)
1183,12/26/16,CHO,@,BRK,1st,09:09.0,CHO up 1 (6-5),N. Batum makes free throw 1 of 2,CHO up 2 (7-5)
1184,12/26/16,CHO,@,BRK,1st,10:15.0,CHO up 1 (3-2),N. Batum makes free throw 2 of 2,CHO up 2 (4-2)
1185,12/26/16,CHO,@,BRK,1st,10:15.0,CHO tied (2-2),N. Batum makes free throw 1 of 2,CHO up 1 (3-2)
1186,12/23/16,CHO,,CHI,4th,00:38.0,CHO up 11 (100-89),M. Williams makes flagrant free throw 2 of 2,CHO up 12 (101-89)
1187,12/23/16,CHO,,CHI,4th,00:38.0,CHO up 10 (99-89),M. Williams makes flagrant free throw 1 of 2,CHO up 11 (100-89)
1188,12/23/16,CHO,,CHI,4th,00:38.0,CHO up 9 (98-89),N. Batum makes technical free throw,CHO up 10 (99-89)
1189,12/23/16,CHO,,CHI,4th,01:37.0,CHO up 10 (97-87),M. Kidd-Gilchrist makes free throw 2 of 2,CHO up 11 (98-87)
1190,12/23/16,CHO,,CHI,4th,01:37.0,CHO up 9 (96-87),M. Kidd-Gilchrist makes free throw 1 of 2,CHO up 10 (97-87)
1191,12/23/16,CHO,,CHI,4th,01:37.0,CHO up 8 (95-87),N. Batum makes technical free throw,CHO up 9 (96-87)
1192,12/23/16,CHO,,CHI,4th,07:03.0,CHO up 9 (85-76),K. Walker makes free throw 2 of 2,CHO up 10 (86-76)
1193,12/23/16,CHO,,CHI,4th,07:03.0,CHO up 8 (84-76),K. Walker makes free throw 1 of 2,CHO up 9 (85-76)
1194,12/23/16,CHO,,CHI,4th,08:04.0,CHO up 9 (83-74),J. Lamb makes free throw 2 of 2,CHO up 10 (84-74)
1195,12/23/16,CHO,,CHI,4th,08:04.0,CHO up 8 (82-74),J. Lamb makes free throw 1 of 2,CHO up 9 (83-74)
1196,12/23/16,CHO,,CHI,4th,10:57.0,CHO up 10 (77-67),J. Lamb makes technical free throw,CHO up 11 (78-67)
1197,12/23/16,CHO,,CHI,3rd,03:26.0,CHO up 3 (65-62),F. Kaminsky makes free throw 2 of 2,CHO up 4 (66-62)
1198,12/23/16,CHO,,CHI,3rd,03:26.0,CHO up 2 (64-62),F. Kaminsky makes free throw 1 of 2,CHO up 3 (65-62)
1199,12/23/16,CHO,,CHI,3rd,04:56.0,CHO up 5 (62-57),N. Batum misses free throw 2 of 2,CHO up 5 (62-57)
1200,12/23/16,CHO,,CHI,3rd,04:56.0,CHO up 4 (61-57),N. Batum makes free throw 1 of 2,CHO up 5 (62-57)
1201,12/23/16,CHO,,CHI,2nd,01:56.0,CHO up 9 (45-36),C. Zeller makes free throw 2 of 2,CHO up 10 (46-36)
1202,12/23/16,CHO,,CHI,2nd,01:56.0,CHO up 8 (44-36),C. Zeller makes free throw 1 of 2,CHO up 9 (45-36)
1203,12/23/16,CHO,,CHI,2nd,03:22.0,CHO up 8 (42-34),M. Kidd-Gilchrist misses free throw 1 of 1,CHO up 8 (42-34)
1204,12/23/16,CHO,,CHI,2nd,04:29.0,CHO up 7 (37-30),K. Walker makes free throw 2 of 2,CHO up 8 (38-30)
1205,12/23/16,CHO,,CHI,2nd,04:29.0,CHO up 6 (36-30),K. Walker makes free throw 1 of 2,CHO up 7 (37-30)
1206,12/23/16,CHO,,CHI,2nd,07:08.0,CHO down 2 (28-30),K. Walker makes free throw 2 of 2,CHO down 1 (29-30)
1207,12/23/16,CHO,,CHI,2nd,07:08.0,CHO down 3 (27-30),K. Walker makes free throw 1 of 2,CHO down 2 (28-30)
1208,Date,Tm,,Opp,Qtr,Time,Score (Before),Description,Score (After)
1209,12/23/16,CHO,,CHI,2nd,09:14.0,CHO down 7 (23-30),R. Sessions misses free throw 2 of 2,CHO down 7 (23-30)
1210,12/23/16,CHO,,CHI,2nd,09:14.0,CHO down 8 (22-30),R. Sessions makes free throw 1 of 2,CHO down 7 (23-30)
1211,12/23/16,CHO,,CHI,1st,07:31.0,CHO up 4 (12-8),C. Zeller misses free throw 2 of 2,CHO up 4 (12-8)
1212,12/23/16,CHO,,CHI,1st,07:31.0,CHO up 3 (11-8),C. Zeller makes free throw 1 of 2,CHO up 4 (12-8)
1213,12/23/16,CHO,,CHI,1st,11:11.0,CHO up 1 (1-0),N. Batum makes free throw 2 of 2,CHO up 2 (2-0)
1214,12/23/16,CHO,,CHI,1st,11:11.0,CHO tied (0-0),N. Batum makes free throw 1 of 2,CHO up 1 (1-0)
1215,12/20/16,CHO,,LAL,4th,00:06.0,CHO up 3 (116-113),N. Batum makes free throw 2 of 2,CHO up 4 (117-113)
1216,12/20/16,CHO,,LAL,4th,00:06.0,CHO up 2 (115-113),N. Batum makes free throw 1 of 2,CHO up 3 (116-113)
1217,12/20/16,CHO,,LAL,4th,06:59.0,CHO down 3 (103-106),M. Belinelli misses free throw 3 of 3,CHO down 3 (103-106)
1218,12/20/16,CHO,,LAL,4th,06:59.0,CHO down 4 (102-106),M. Belinelli makes free throw 2 of 3,CHO down 3 (103-106)
1219,12/20/16,CHO,,LAL,4th,06:59.0,CHO down 5 (101-106),M. Belinelli makes free throw 1 of 3,CHO down 4 (102-106)
1220,12/20/16,CHO,,LAL,4th,10:35.0,CHO down 1 (97-98),J. Lamb makes free throw 2 of 2,CHO tied (98-98)
