Rk,Date,Tm,,Opp,Qtr,Time,Score (Before),Description,Score (After)
1221,12/20/16,CHO,,LAL,4th,10:35.0,CHO down 2 (96-98),J. Lamb makes free throw 1 of 2,CHO down 1 (97-98)
1222,12/20/16,CHO,,LAL,3rd,01:11.0,CHO down 5 (89-94),N. Batum makes free throw 2 of 2,CHO down 4 (90-94)
1223,12/20/16,CHO,,LAL,3rd,01:11.0,CHO down 6 (88-94),N. Batum makes free throw 1 of 2,CHO down 5 (89-94)
1224,12/20/16,CHO,,LAL,3rd,04:15.0,CHO up 4 (87-83),C. Zeller makes free throw 2 of 2,CHO up 5 (88-83)
1225,12/20/16,CHO,,LAL,3rd,04:15.0,CHO up 3 (86-83),C. Zeller makes free throw 1 of 2,CHO up 4 (87-83)
1226,12/20/16,CHO,,LAL,3rd,11:36.0,CHO down 15 (60-75),C. Zeller misses free throw 2 of 2,CHO down 15 (60-75)
1227,12/20/16,CHO,,LAL,3rd,11:36.0,CHO down 16 (59-75),C. Zeller makes free throw 1 of 2,CHO down 15 (60-75)
1228,12/20/16,CHO,,LAL,2nd,08:38.0,CHO down 15 (38-53),F. Kaminsky makes free throw 2 of 2,CHO down 14 (39-53)
1229,12/20/16,CHO,,LAL,2nd,08:38.0,CHO down 16 (37-53),F. Kaminsky makes free throw 1 of 2,CHO down 15 (38-53)
1230,12/20/16,CHO,,LAL,2nd,09:46.0,CHO down 15 (35-50),F. Kaminsky misses free throw 2 of 2,CHO down 15 (35-50)
1231,12/20/16,CHO,,LAL,2nd,09:46.0,CHO down 15 (35-50),F. Kaminsky misses free throw 1 of 2,CHO down 15 (35-50)
1232,12/20/16,CHO,,LAL,1st,03:21.0,CHO down 4 (21-25),R. Hibbert makes free throw 2 of 2,CHO down 3 (22-25)
1233,12/20/16,CHO,,LAL,1st,03:21.0,CHO down 5 (20-25),R. Hibbert makes free throw 1 of 2,CHO down 4 (21-25)
1234,12/20/16,CHO,,LAL,1st,03:45.0,CHO down 4 (19-23),N. Batum makes free throw 1 of 1,CHO down 3 (20-23)
1235,12/20/16,CHO,,LAL,1st,08:04.0,CHO down 2 (9-11),M. Williams makes free throw 2 of 2,CHO down 1 (10-11)
1236,12/20/16,CHO,,LAL,1st,08:04.0,CHO down 3 (8-11),M. Williams makes free throw 1 of 2,CHO down 2 (9-11)
1237,12/20/16,CHO,,LAL,1st,08:24.0,CHO down 4 (7-11),K. Walker makes free throw 2 of 2,CHO down 3 (8-11)
1238,12/20/16,CHO,,LAL,1st,08:24.0,CHO down 5 (6-11),K. Walker makes free throw 1 of 2,CHO down 4 (7-11)
1239,12/17/16,CHO,@,ATL,4th,00:04.0,CHO up 7 (106-99),K. Walker makes free throw 2 of 2,CHO up 8 (107-99)
1240,12/17/16,CHO,@,ATL,4th,00:04.0,CHO up 6 (105-99),K. Walker makes free throw 1 of 2,CHO up 7 (106-99)
1241,12/17/16,CHO,@,ATL,4th,00:11.0,CHO up 8 (105-97),N. Batum misses free throw 2 of 2,CHO up 8 (105-97)
1242,12/17/16,CHO,@,ATL,4th,00:11.0,CHO up 7 (104-97),N. Batum makes free throw 1 of 2,CHO up 8 (105-97)
1243,12/17/16,CHO,@,ATL,4th,00:24.0,CHO up 6 (103-97),K. Walker makes free throw 2 of 2,CHO up 7 (104-97)
1244,12/17/16,CHO,@,ATL,4th,00:24.0,CHO up 5 (102-97),K. Walker makes free throw 1 of 2,CHO up 6 (103-97)
1245,12/17/16,CHO,@,ATL,4th,09:21.0,CHO up 6 (86-80),J. Lamb misses free throw 1 of 1,CHO up 6 (86-80)
1246,12/17/16,CHO,@,ATL,3rd,07:27.0,CHO up 11 (62-51),M. Williams makes free throw 2 of 2,CHO up 12 (63-51)
1247,12/17/16,CHO,@,ATL,3rd,07:27.0,CHO up 11 (62-51),M. Williams misses free throw 1 of 2,CHO up 11 (62-51)
1248,12/17/16,CHO,@,ATL,2nd,09:20.0,CHO up 6 (31-25),R. Hibbert misses free throw 2 of 2,CHO up 6 (31-25)
1249,12/17/16,CHO,@,ATL,2nd,09:20.0,CHO up 5 (30-25),R. Hibbert makes free throw 1 of 2,CHO up 6 (31-25)
1250,12/17/16,CHO,@,ATL,1st,00:06.0,CHO down 1 (21-22),R. Sessions makes free throw 2 of 2,CHO tied (22-22)
1251,12/17/16,CHO,@,ATL,1st,00:06.0,CHO down 2 (20-22),R. Sessions makes free throw 1 of 2,CHO down 1 (21-22)
1252,12/16/16,CHO,@,BOS,4th,08:56.0,CHO down 4 (71-75),S. Hawes makes free throw 2 of 2,CHO down 3 (72-75)
1253,12/16/16,CHO,@,BOS,4th,08:56.0,CHO down 4 (71-75),S. Hawes misses free throw 1 of 2,CHO down 4 (71-75)
1254,12/16/16,CHO,@,BOS,3rd,00:32.0,CHO down 1 (68-69),B. Roberts makes free throw 2 of 2,CHO tied (69-69)
1255,12/16/16,CHO,@,BOS,3rd,00:32.0,CHO down 2 (67-69),B. Roberts makes free throw 1 of 2,CHO down 1 (68-69)
1256,12/16/16,CHO,@,BOS,3rd,05:14.0,CHO up 4 (61-57),N. Batum makes free throw 2 of 2,CHO up 5 (62-57)
1257,12/16/16,CHO,@,BOS,3rd,05:14.0,CHO up 3 (60-57),N. Batum makes free throw 1 of 2,CHO up 4 (61-57)
1258,12/16/16,CHO,@,BOS,3rd,08:25.0,CHO up 11 (57-46),N. Batum makes free throw 2 of 2,CHO up 12 (58-46)
1259,12/16/16,CHO,@,BOS,3rd,08:25.0,CHO up 10 (56-46),N. Batum makes free throw 1 of 2,CHO up 11 (57-46)
1260,12/16/16,CHO,@,BOS,3rd,10:12.0,CHO up 9 (53-44),N. Batum makes free throw 2 of 2,CHO up 10 (54-44)
1261,12/16/16,CHO,@,BOS,3rd,10:12.0,CHO up 8 (52-44),N. Batum makes free throw 1 of 2,CHO up 9 (53-44)
1262,12/16/16,CHO,@,BOS,1st,00:36.0,CHO down 1 (22-23),B. Roberts misses free throw 2 of 2,CHO down 1 (22-23)
1263,12/16/16,CHO,@,BOS,1st,00:36.0,CHO down 2 (21-23),B. Roberts makes free throw 1 of 2,CHO down 1 (22-23)
1264,12/16/16,CHO,@,BOS,1st,02:04.0,CHO down 1 (20-21),M. Belinelli makes free throw 3 of 3,CHO tied (21-21)
1265,12/16/16,CHO,@,BOS,1st,02:04.0,CHO down 2 (19-21),M. Belinelli makes free throw 2 of 3,CHO down 1 (20-21)
1266,12/16/16,CHO,@,BOS,1st,02:04.0,CHO down 2 (19-21),M. Belinelli misses free throw 1 of 3,CHO down 2 (19-21)
1267,12/16/16,CHO,@,BOS,1st,05:02.0,CHO up 5 (15-10),R. Sessions makes free throw 2 of 2,CHO up 6 (16-10)
1268,12/16/16,CHO,@,BOS,1st,05:02.0,CHO up 4 (14-10),R. Sessions makes free throw 1 of 2,CHO up 5 (15-10)
1269,12/16/16,CHO,@,BOS,1st,07:09.0,CHO up 2 (10-8),N. Batum makes technical free throw,CHO up 3 (11-8)
1270,12/16/16,CHO,@,BOS,1st,07:39.0,CHO up 1 (9-8),N. Batum makes free throw 1 of 1,CHO up 2 (10-8)
1271,12/14/16,CHO,@,WAS,4th,01:55.0,CHO down 3 (99-102),C. Zeller makes free throw 2 of 2,CHO down 2 (100-102)
1272,12/14/16,CHO,@,WAS,4th,01:55.0,CHO down 3 (99-102),C. Zeller misses free throw 1 of 2,CHO down 3 (99-102)
1273,12/14/16,CHO,@,WAS,4th,02:34.0,CHO down 3 (99-102),C. Zeller misses free throw 2 of 2,CHO down 3 (99-102)
1274,12/14/16,CHO,@,WAS,4th,02:34.0,CHO down 4 (98-102),C. Zeller makes free throw 1 of 2,CHO down 3 (99-102)
1275,12/14/16,CHO,@,WAS,4th,03:33.0,CHO down 4 (97-101),C. Zeller makes free throw 2 of 2,CHO down 3 (98-101)
1276,12/14/16,CHO,@,WAS,4th,03:33.0,CHO down 5 (96-101),C. Zeller makes free throw 1 of 2,CHO down 4 (97-101)
1277,12/14/16,CHO,@,WAS,4th,05:27.0,CHO down 6 (93-99),N. Batum makes technical free throw,CHO down 5 (94-99)
1278,12/14/16,CHO,@,WAS,4th,09:51.0,CHO down 10 (81-91),R. Sessions makes free throw 2 of 2,CHO down 9 (82-91)
1279,12/14/16,CHO,@,WAS,4th,09:51.0,CHO down 10 (81-91),R. Sessions misses free throw 1 of 2,CHO down 10 (81-91)
1280,12/14/16,CHO,@,WAS,4th,10:44.0,CHO down 8 (81-89),F. Kaminsky misses free throw 2 of 2,CHO down 8 (81-89)
1281,12/14/16,CHO,@,WAS,4th,10:44.0,CHO down 9 (80-89),F. Kaminsky makes free throw 1 of 2,CHO down 8 (81-89)
1282,12/14/16,CHO,@,WAS,3rd,04:24.0,CHO down 5 (70-75),C. Zeller makes free throw 2 of 2,CHO down 4 (71-75)
1283,12/14/16,CHO,@,WAS,3rd,04:24.0,CHO down 6 (69-75),C. Zeller makes free throw 1 of 2,CHO down 5 (70-75)
1284,12/14/16,CHO,@,WAS,3rd,07:04.0,CHO up 6 (66-60),M. Kidd-Gilchrist makes free throw 2 of 2,CHO up 7 (67-60)
1285,12/14/16,CHO,@,WAS,3rd,07:04.0,CHO up 6 (66-60),M. Kidd-Gilchrist misses free throw 1 of 2,CHO up 6 (66-60)
1286,12/14/16,CHO,@,WAS,2nd,07:18.0,CHO up 3 (36-33),R. Hibbert makes free throw 2 of 2,CHO up 4 (37-33)
1287,12/14/16,CHO,@,WAS,2nd,07:18.0,CHO up 2 (35-33),R. Hibbert makes free throw 1 of 2,CHO up 3 (36-33)
1288,12/14/16,CHO,@,WAS,1st,00:43.0,CHO up 2 (26-24),R. Hibbert makes free throw 2 of 2,CHO up 3 (27-24)
1289,12/14/16,CHO,@,WAS,1st,00:43.0,CHO up 1 (25-24),R. Hibbert makes free throw 1 of 2,CHO up 2 (26-24)
1290,12/14/16,CHO,@,WAS,1st,05:48.0,CHO down 1 (11-12),N. Batum makes free throw 2 of 2,CHO tied (12-12)
1291,12/14/16,CHO,@,WAS,1st,05:48.0,CHO down 2 (10-12),N. Batum makes free throw 1 of 2,CHO down 1 (11-12)
1292,12/12/16,CHO,@,IND,4th,04:30.0,CHO down 7 (86-93),M. Belinelli makes free throw 3 of 3,CHO down 6 (87-93)
1293,12/12/16,CHO,@,IND,4th,04:30.0,CHO down 8 (85-93),M. Belinelli makes free throw 2 of 3,CHO down 7 (86-93)
1294,12/12/16,CHO,@,IND,4th,04:30.0,CHO down 9 (84-93),M. Belinelli makes free throw 1 of 3,CHO down 8 (85-93)
1295,12/12/16,CHO,@,IND,4th,07:41.0,CHO down 11 (76-87),M. Belinelli makes technical free throw,CHO down 10 (77-87)
1296,12/12/16,CHO,@,IND,4th,08:34.0,CHO down 9 (75-84),J. Lamb makes free throw 2 of 2,CHO down 8 (76-84)
1297,12/12/16,CHO,@,IND,4th,08:34.0,CHO down 10 (74-84),J. Lamb makes free throw 1 of 2,CHO down 9 (75-84)
1298,12/12/16,CHO,@,IND,4th,09:10.0,CHO down 9 (73-82),F. Kaminsky makes free throw 2 of 2,CHO down 8 (74-82)
1299,12/12/16,CHO,@,IND,4th,09:10.0,CHO down 9 (73-82),F. Kaminsky misses free throw 1 of 2,CHO down 9 (73-82)
1300,12/12/16,CHO,@,IND,3rd,01:08.0,CHO down 2 (69-71),F. Kaminsky makes free throw 2 of 2,CHO down 1 (70-71)
1301,12/12/16,CHO,@,IND,3rd,01:08.0,CHO down 3 (68-71),F. Kaminsky makes free throw 1 of 2,CHO down 2 (69-71)
1302,12/12/16,CHO,@,IND,3rd,02:17.0,CHO up 1 (67-66),R. Sessions makes free throw 2 of 2,CHO up 2 (68-66)
1303,12/12/16,CHO,@,IND,3rd,02:17.0,CHO tied (66-66),R. Sessions makes free throw 1 of 2,CHO up 1 (67-66)
1304,12/12/16,CHO,@,IND,3rd,09:34.0,CHO down 2 (48-50),M. Kidd-Gilchrist makes free throw 2 of 2,CHO down 1 (49-50)
1305,12/12/16,CHO,@,IND,3rd,09:34.0,CHO down 3 (47-50),M. Kidd-Gilchrist makes free throw 1 of 2,CHO down 2 (48-50)
1306,12/12/16,CHO,@,IND,3rd,09:47.0,CHO down 4 (46-50),M. Kidd-Gilchrist makes free throw 2 of 2,CHO down 3 (47-50)
1307,12/12/16,CHO,@,IND,3rd,09:47.0,CHO down 5 (45-50),M. Kidd-Gilchrist makes free throw 1 of 2,CHO down 4 (46-50)
1308,12/12/16,CHO,@,IND,3rd,11:43.0,CHO down 1 (44-45),M. Williams makes free throw 2 of 2,CHO tied (45-45)
1309,12/12/16,CHO,@,IND,3rd,11:43.0,CHO down 2 (43-45),M. Williams makes free throw 1 of 2,CHO down 1 (44-45)
1310,12/12/16,CHO,@,IND,2nd,00:33.0,CHO down 3 (42-45),K. Walker makes free throw 1 of 1,CHO down 2 (43-45)
1311,12/12/16,CHO,@,IND,2nd,01:06.0,CHO down 6 (39-45),N. Batum makes free throw 2 of 2,CHO down 5 (40-45)
1312,12/12/16,CHO,@,IND,2nd,01:06.0,CHO down 6 (39-45),N. Batum misses free throw 1 of 2,CHO down 6 (39-45)
1313,12/12/16,CHO,@,IND,2nd,02:04.0,CHO down 7 (38-45),M. Williams makes free throw 2 of 2,CHO down 6 (39-45)
1314,12/12/16,CHO,@,IND,2nd,02:04.0,CHO down 7 (38-45),M. Williams misses free throw 1 of 2,CHO down 7 (38-45)
1315,12/12/16,CHO,@,IND,2nd,03:19.0,CHO down 8 (34-42),K. Walker makes free throw 2 of 2,CHO down 7 (35-42)
1316,12/12/16,CHO,@,IND,2nd,03:19.0,CHO down 9 (33-42),K. Walker makes free throw 1 of 2,CHO down 8 (34-42)
1317,12/12/16,CHO,@,IND,2nd,06:14.0,CHO down 7 (30-37),R. Hibbert makes free throw 2 of 2,CHO down 6 (31-37)
1318,12/12/16,CHO,@,IND,2nd,06:14.0,CHO down 8 (29-37),R. Hibbert makes free throw 1 of 2,CHO down 7 (30-37)
1319,12/12/16,CHO,@,IND,2nd,08:43.0,CHO tied (28-28),J. Lamb makes free throw 2 of 2,CHO up 1 (29-28)
1320,12/12/16,CHO,@,IND,2nd,08:43.0,CHO down 1 (27-28),J. Lamb makes free throw 1 of 2,CHO tied (28-28)
1321,12/12/16,CHO,@,IND,1st,00:19.0,CHO down 3 (19-22),R. Sessions makes free throw 2 of 2,CHO down 2 (20-22)
1322,12/12/16,CHO,@,IND,1st,00:19.0,CHO down 3 (19-22),R. Sessions misses free throw 1 of 2,CHO down 3 (19-22)
1323,12/12/16,CHO,@,IND,1st,01:54.0,CHO down 6 (14-20),M. Belinelli makes free throw 1 of 1,CHO down 5 (15-20)
1324,12/10/16,CHO,@,CLE,4th,06:01.0,CHO down 11 (92-103),K. Walker makes free throw 2 of 2,CHO down 10 (93-103)
1325,12/10/16,CHO,@,CLE,4th,06:01.0,CHO down 12 (91-103),K. Walker makes free throw 1 of 2,CHO down 11 (92-103)
1326,12/10/16,CHO,@,CLE,4th,07:06.0,CHO down 11 (91-102),M. Williams misses free throw 1 of 1,CHO down 11 (91-102)
1327,12/10/16,CHO,@,CLE,4th,07:49.0,CHO down 12 (88-100),J. Lamb makes free throw 2 of 2,CHO down 11 (89-100)
1328,12/10/16,CHO,@,CLE,4th,07:49.0,CHO down 13 (87-100),J. Lamb makes free throw 1 of 2,CHO down 12 (88-100)
1329,12/10/16,CHO,@,CLE,4th,09:40.0,CHO down 12 (86-98),J. Lamb makes free throw 1 of 1,CHO down 11 (87-98)
1330,12/10/16,CHO,@,CLE,4th,10:59.0,CHO down 14 (81-95),F. Kaminsky makes free throw 2 of 2,CHO down 13 (82-95)
1331,12/10/16,CHO,@,CLE,4th,10:59.0,CHO down 14 (81-95),F. Kaminsky misses free throw 1 of 2,CHO down 14 (81-95)
1332,12/10/16,CHO,@,CLE,3rd,00:35.0,CHO down 8 (81-89),R. Sessions misses free throw 2 of 2,CHO down 8 (81-89)
1333,12/10/16,CHO,@,CLE,3rd,00:35.0,CHO down 9 (80-89),R. Sessions makes free throw 1 of 2,CHO down 8 (81-89)
1334,12/10/16,CHO,@,CLE,2nd,00:56.0,CHO down 18 (48-66),N. Batum misses free throw 2 of 2,CHO down 18 (48-66)
1335,12/10/16,CHO,@,CLE,2nd,00:56.0,CHO down 19 (47-66),N. Batum makes free throw 1 of 2,CHO down 18 (48-66)
1336,12/10/16,CHO,@,CLE,2nd,03:01.0,CHO down 14 (46-60),C. Zeller makes free throw 2 of 2,CHO down 13 (47-60)
1337,12/10/16,CHO,@,CLE,2nd,03:01.0,CHO down 14 (46-60),C. Zeller misses free throw 1 of 2,CHO down 14 (46-60)
1338,12/10/16,CHO,@,CLE,2nd,09:37.0,CHO down 13 (28-41),R. Sessions makes free throw 2 of 2,CHO down 12 (29-41)
1339,12/10/16,CHO,@,CLE,2nd,09:37.0,CHO down 13 (28-41),R. Sessions misses free throw 1 of 2,CHO down 13 (28-41)
1340,12/10/16,CHO,@,CLE,1st,00:47.0,CHO down 11 (22-33),R. Hibbert makes free throw 2 of 2,CHO down 10 (23-33)
1341,12/10/16,CHO,@,CLE,1st,00:47.0,CHO down 12 (21-33),R. Hibbert makes free throw 1 of 2,CHO down 11 (22-33)
1342,12/10/16,CHO,@,CLE,1st,01:52.0,CHO down 10 (20-30),R. Hibbert makes free throw 2 of 2,CHO down 9 (21-30)
1343,12/10/16,CHO,@,CLE,1st,01:52.0,CHO down 11 (19-30),R. Hibbert makes free throw 1 of 2,CHO down 10 (20-30)
1344,12/10/16,CHO,@,CLE,1st,04:52.0,CHO down 4 (16-20),C. Zeller makes free throw 2 of 2,CHO down 3 (17-20)
1345,12/10/16,CHO,@,CLE,1st,04:52.0,CHO down 5 (15-20),C. Zeller makes free throw 1 of 2,CHO down 4 (16-20)
1346,12/10/16,CHO,@,CLE,1st,10:27.0,CHO down 1 (3-4),K. Walker misses free throw 2 of 2,CHO down 1 (3-4)
1347,12/10/16,CHO,@,CLE,1st,10:27.0,CHO down 2 (2-4),K. Walker makes free throw 1 of 2,CHO down 1 (3-4)
1348,12/9/16,CHO,,ORL,4th,00:40.0,CHO up 20 (108-88),T. Graham makes free throw 2 of 2,CHO up 21 (109-88)
1349,12/9/16,CHO,,ORL,4th,00:40.0,CHO up 19 (107-88),T. Graham makes free throw 1 of 2,CHO up 20 (108-88)
1350,12/9/16,CHO,,ORL,4th,08:28.0,CHO up 24 (96-72),F. Kaminsky makes free throw 2 of 2,CHO up 25 (97-72)
1351,12/9/16,CHO,,ORL,4th,08:28.0,CHO up 23 (95-72),F. Kaminsky makes free throw 1 of 2,CHO up 24 (96-72)
1352,12/9/16,CHO,,ORL,3rd,00:56.0,CHO up 19 (87-68),F. Kaminsky makes free throw 2 of 2,CHO up 20 (88-68)
1353,12/9/16,CHO,,ORL,3rd,00:56.0,CHO up 19 (87-68),F. Kaminsky misses free throw 1 of 2,CHO up 19 (87-68)
1354,12/9/16,CHO,,ORL,3rd,01:52.0,CHO up 19 (84-65),R. Hibbert makes free throw 2 of 2,CHO up 20 (85-65)
1355,12/9/16,CHO,,ORL,3rd,01:52.0,CHO up 18 (83-65),R. Hibbert makes free throw 1 of 2,CHO up 19 (84-65)
1356,12/9/16,CHO,,ORL,3rd,04:04.0,CHO up 14 (75-61),R. Hibbert misses free throw 2 of 2,CHO up 14 (75-61)
1357,12/9/16,CHO,,ORL,3rd,04:04.0,CHO up 14 (75-61),R. Hibbert misses free throw 1 of 2,CHO up 14 (75-61)
1358,12/9/16,CHO,,ORL,3rd,08:49.0,CHO up 12 (63-51),C. Zeller misses free throw 2 of 2,CHO up 12 (63-51)
1359,12/9/16,CHO,,ORL,3rd,08:49.0,CHO up 11 (62-51),C. Zeller makes free throw 1 of 2,CHO up 12 (63-51)
1360,12/9/16,CHO,,ORL,3rd,10:10.0,CHO up 10 (58-48),M. Kidd-Gilchrist makes free throw 2 of 2,CHO up 11 (59-48)
1361,12/9/16,CHO,,ORL,3rd,10:10.0,CHO up 9 (57-48),M. Kidd-Gilchrist makes free throw 1 of 2,CHO up 10 (58-48)
1362,12/9/16,CHO,,ORL,2nd,06:03.0,CHO up 4 (36-32),R. Hibbert makes free throw 2 of 2,CHO up 5 (37-32)
1363,12/9/16,CHO,,ORL,2nd,06:03.0,CHO up 4 (36-32),R. Hibbert misses free throw 1 of 2,CHO up 4 (36-32)
1364,12/9/16,CHO,,ORL,2nd,06:18.0,CHO up 3 (35-32),M. Belinelli makes technical free throw,CHO up 4 (36-32)
1365,12/9/16,CHO,,ORL,1st,03:45.0,CHO up 5 (19-14),F. Kaminsky makes free throw 2 of 2,CHO up 6 (20-14)
1366,12/9/16,CHO,,ORL,1st,03:45.0,CHO up 4 (18-14),F. Kaminsky makes free throw 1 of 2,CHO up 5 (19-14)
1367,12/9/16,CHO,,ORL,1st,09:14.0,CHO up 3 (5-2),M. Kidd-Gilchrist makes free throw 2 of 2,CHO up 4 (6-2)
1368,12/9/16,CHO,,ORL,1st,09:14.0,CHO up 2 (4-2),M. Kidd-Gilchrist makes free throw 1 of 2,CHO up 3 (5-2)
1369,12/9/16,CHO,,ORL,1st,09:31.0,CHO up 1 (3-2),M. Williams makes free throw 2 of 2,CHO up 2 (4-2)
1370,12/9/16,CHO,,ORL,1st,09:31.0,CHO tied (2-2),M. Williams makes free throw 1 of 2,CHO up 1 (3-2)
1371,12/7/16,CHO,,DET,4th,00:41.0,CHO up 9 (86-77),K. Walker makes free throw 2 of 2,CHO up 10 (87-77)
1372,12/7/16,CHO,,DET,4th,00:41.0,CHO up 8 (85-77),K. Walker makes free throw 1 of 2,CHO up 9 (86-77)
1373,12/7/16,CHO,,DET,4th,02:28.0,CHO up 9 (84-75),N. Batum makes free throw 2 of 2,CHO up 10 (85-75)
1374,12/7/16,CHO,,DET,4th,02:28.0,CHO up 8 (83-75),N. Batum makes free throw 1 of 2,CHO up 9 (84-75)
1375,12/7/16,CHO,,DET,4th,03:35.0,CHO up 7 (80-73),K. Walker makes free throw 2 of 2,CHO up 8 (81-73)
1376,12/7/16,CHO,,DET,4th,03:35.0,CHO up 7 (80-73),K. Walker misses free throw 1 of 2,CHO up 7 (80-73)
1377,12/7/16,CHO,,DET,4th,05:31.0,CHO up 4 (75-71),C. Zeller misses free throw 2 of 2,CHO up 4 (75-71)
1378,12/7/16,CHO,,DET,4th,05:31.0,CHO up 4 (75-71),C. Zeller misses free throw 1 of 2,CHO up 4 (75-71)
1379,12/7/16,CHO,,DET,4th,10:46.0,CHO up 3 (63-60),J. Lamb makes free throw 2 of 2,CHO up 4 (64-60)
1380,12/7/16,CHO,,DET,4th,10:46.0,CHO up 3 (63-60),J. Lamb misses free throw 1 of 2,CHO up 3 (63-60)
1381,12/7/16,CHO,,DET,3rd,02:11.0,CHO up 3 (57-54),F. Kaminsky misses free throw 2 of 2,CHO up 3 (57-54)
1382,12/7/16,CHO,,DET,3rd,02:11.0,CHO up 3 (57-54),F. Kaminsky misses free throw 1 of 2,CHO up 3 (57-54)
1383,12/7/16,CHO,,DET,3rd,03:41.0,CHO up 2 (54-52),N. Batum makes free throw 1 of 1,CHO up 3 (55-52)
1384,12/7/16,CHO,,DET,3rd,08:08.0,CHO down 2 (46-48),K. Walker makes free throw 2 of 2,CHO down 1 (47-48)
1385,12/7/16,CHO,,DET,3rd,08:08.0,CHO down 3 (45-48),K. Walker makes free throw 1 of 2,CHO down 2 (46-48)
1386,12/7/16,CHO,,DET,3rd,08:32.0,CHO down 1 (45-46),N. Batum misses free throw 3 of 3,CHO down 1 (45-46)
1387,12/7/16,CHO,,DET,3rd,08:32.0,CHO down 2 (44-46),N. Batum makes free throw 2 of 3,CHO down 1 (45-46)
1388,12/7/16,CHO,,DET,3rd,08:32.0,CHO down 3 (43-46),N. Batum makes free throw 1 of 3,CHO down 2 (44-46)
1389,12/7/16,CHO,,DET,3rd,11:50.0,CHO up 1 (40-39),C. Zeller makes free throw 1 of 1,CHO up 2 (41-39)
1390,12/7/16,CHO,,DET,2nd,03:44.0,CHO tied (35-35),C. Zeller makes free throw 2 of 2,CHO up 1 (36-35)
1391,12/7/16,CHO,,DET,2nd,03:44.0,CHO down 1 (34-35),C. Zeller makes free throw 1 of 2,CHO tied (35-35)
1392,12/7/16,CHO,,DET,2nd,10:46.0,CHO up 2 (26-24),M. Belinelli makes free throw 2 of 2,CHO up 3 (27-24)
1393,12/7/16,CHO,,DET,2nd,10:46.0,CHO up 1 (25-24),M. Belinelli makes free throw 1 of 2,CHO up 2 (26-24)
1394,12/7/16,CHO,,DET,1st,00:15.0,CHO down 2 (22-24),R. Sessions makes free throw 2 of 2,CHO down 1 (23-24)
1395,12/7/16,CHO,,DET,1st,00:15.0,CHO down 3 (21-24),R. Sessions makes free throw 1 of 2,CHO down 2 (22-24)
1396,12/7/16,CHO,,DET,1st,02:28.0,CHO up 1 (18-17),F. Kaminsky misses free throw 2 of 2,CHO up 1 (18-17)
1397,12/7/16,CHO,,DET,1st,02:28.0,CHO tied (17-17),F. Kaminsky makes free throw 1 of 2,CHO up 1 (18-17)
1398,12/7/16,CHO,,DET,1st,03:38.0,CHO up 3 (16-13),C. Zeller makes free throw 2 of 2,CHO up 4 (17-13)
1399,12/7/16,CHO,,DET,1st,03:38.0,CHO up 2 (15-13),C. Zeller makes free throw 1 of 2,CHO up 3 (16-13)
1400,12/5/16,CHO,@,DAL,4th,00:08.0,CHO up 7 (108-101),M. Belinelli makes free throw 2 of 2,CHO up 8 (109-101)
1401,12/5/16,CHO,@,DAL,4th,00:08.0,CHO up 6 (107-101),M. Belinelli makes free throw 1 of 2,CHO up 7 (108-101)
1402,12/5/16,CHO,@,DAL,4th,02:01.0,CHO up 8 (103-95),K. Walker makes free throw 2 of 2,CHO up 9 (104-95)
1403,12/5/16,CHO,@,DAL,4th,02:01.0,CHO up 8 (103-95),K. Walker misses free throw 1 of 2,CHO up 8 (103-95)
1404,12/5/16,CHO,@,DAL,4th,03:01.0,CHO up 7 (102-95),J. Lamb makes free throw 1 of 1,CHO up 8 (103-95)
1405,12/5/16,CHO,@,DAL,4th,03:51.0,CHO up 6 (99-93),J. Lamb makes free throw 2 of 2,CHO up 7 (100-93)
1406,12/5/16,CHO,@,DAL,4th,03:51.0,CHO up 5 (98-93),J. Lamb makes free throw 1 of 2,CHO up 6 (99-93)
1407,12/5/16,CHO,@,DAL,4th,04:26.0,CHO up 6 (97-91),N. Batum makes technical free throw,CHO up 7 (98-91)
1408,12/5/16,CHO,@,DAL,4th,06:05.0,CHO up 4 (92-88),M. Belinelli makes free throw 3 of 3,CHO up 5 (93-88)
1409,12/5/16,CHO,@,DAL,4th,06:05.0,CHO up 3 (91-88),M. Belinelli makes free throw 2 of 3,CHO up 4 (92-88)
1410,12/5/16,CHO,@,DAL,4th,06:05.0,CHO up 3 (91-88),M. Belinelli misses free throw 1 of 3,CHO up 3 (91-88)
1411,12/5/16,CHO,@,DAL,4th,10:44.0,CHO tied (80-80),M. Kidd-Gilchrist makes free throw 1 of 1,CHO up 1 (81-80)
1412,12/5/16,CHO,@,DAL,3rd,01:17.0,CHO down 7 (69-76),R. Hibbert makes free throw 2 of 2,CHO down 6 (70-76)
1413,12/5/16,CHO,@,DAL,3rd,01:17.0,CHO down 8 (68-76),R. Hibbert makes free throw 1 of 2,CHO down 7 (69-76)
1414,12/5/16,CHO,@,DAL,3rd,04:00.0,CHO down 5 (65-70),K. Walker makes free throw 2 of 2,CHO down 4 (66-70)
1415,12/5/16,CHO,@,DAL,3rd,04:00.0,CHO down 6 (64-70),K. Walker makes free throw 1 of 2,CHO down 5 (65-70)
1416,12/5/16,CHO,@,DAL,3rd,05:28.0,CHO down 5 (61-66),C. Zeller makes free throw 2 of 2,CHO down 4 (62-66)
